usecase,description,default_syntax,category_rule,subcategory_rule,correlation_rule
Instalación de Aplicativos en estaciones,,,,,MINCIVIL: HomeEndpointUninstalled
Servicios de anonimización,,,,,MINCIVIL: IP de destino categorizada como Anonymisation Service
Trafico sospechoso desde IP origen peligrosas,,,,,MINCIVIL: IP de destino categorizada como Botnet Command and Control Server
Trafico sospechoso desde IP origen peligrosas,,,,,MINCIVIL: IP de destino categorizada como bots
Trafico sospechoso desde IP origen peligrosas,,,,,MINCIVIL: IP de destino categorizada como Cryptocurrency Mining
Trafico sospechoso desde IP origen peligrosas,,,,,MINCIVIL: IP de destino categorizada como Dynamic IP
Seguimiento de actividades de un posible Ataque de día Cero,,,,,MINCIVIL: IP de destino categorizada como malware IP
Reconocimiento y/o Vulnerabilidades,,,,,MINCIVIL: IP de destino categorizada como scanning IP
Prevención Phishing & Protección Anti-spam ,,,,,MINCIVIL: IP de destino categorizada como spam
Servicios de anonimización,,,,,MINCIVIL: IP de origen categorizada como Anonymisation Service
Trafico sospechoso desde IP origen peligrosas,,,,,MINCIVIL: IP de origen categorizada como Botnet Command and Control Server
Trafico sospechoso desde IP origen peligrosas,,,,,MINCIVIL: IP de origen categorizada como bots
Trafico sospechoso desde IP origen peligrosas,,,,,MINCIVIL: IP de origen categorizada como Cryptocurrency Mining
Trafico sospechoso desde IP origen peligrosas,,,,,MINCIVIL: IP de origen categorizada como Dynamic IP
Seguimiento de actividades de un posible Ataque de día Cero,,,,,MINCIVIL: IP de origen categorizada como malware IP
Reconocimiento y/o Vulnerabilidades,,,,,MINCIVIL: IP de origen categorizada como scanning IP
Prevención Phishing & Protección Anti-spam ,,,,,MINCIVIL: IP de origen categorizada como spam
Verificación Fuerza Bruta,,,,,MINCIVIL: Logueos fallidos persistentes
Eventos o Acciones realizadas a nivel Malware,,,,,MINCIVIL: Malware detected
Gestion y/o Acceso  a Plataformas,,,,,MINCIVIL: Possible UAC Bypass - A Scheduled Task Has Been Configured to Run With Highest Privileges
Eventos o Acciones realizadas a nivel Malware,,,,,MINCIVIL: Pua cleaning error
Eventos o Acciones realizadas a nivel Malware,,,,,MINCIVIL: Pua cleanup required
Eventos o Acciones realizadas a nivel Malware,,,,,MINCIVIL: Pua Detected
Verificación Fuerza Bruta,,,,,MINCIVIL: Repeat Windows Login Failures
Gestion de Usuarios y/o Grupos de Directorio Activo,,,,,MINCIVIL: Service Account was changed on AD
Trafico sospechoso desde IP origen peligrosas,,,,,Mincivil: X-Force Risk IP
Eventos o Acciones realizadas a nivel Malware,,,,,Misma amenaza distintos equipos EPO
Eventos o Acciones realizadas a nivel Malware,,,,,More than 10 events about file contains virus over the same device and will be deleted after the next reboot
Fallas envíos de logs,,,,,MOVE AV Server has been disable/stopped
Eventos o Acciones realizadas a nivel Malware,,,,,Multiple Login Attempts by Bad Rabbit
Verificación Fuerza Bruta,Reports authentication failures on the same source IP address with different usernames more than 10 times within 5 minutes.,,,Authentication / Intrusion Detection,Multiple Login Failures from the Same Source
Verificación Fuerza Bruta,,,,,Multiple Login Failures from the Same Source (Windows)
Gestión Maquinas Virtuales,"This rule triggers when multiple sensitive machines or security devices are being deleted succinctly. This may indicate an intruder is compromising sensitive information or getting hidden before an attack.

Note: The Sensitive Virtual Machines reference set must be populated with the relevant machines name.

Note: If authorized users perform this action often, exclude them by adding in a rule condition.
Please see ""Abnormal Number of Modifications Made on Virtual Machines"" for an example","Apply Multiple Sensitive Virtual Machines Deleted within Short Period of Time on events which are detected by the Local system
and when an event matches any of the following BB:DeviceDefinition: Cloud, BB:DeviceDefinition: Virtualization
and when an event matches any of the following BB:CategoryDefinition: Virtual Machine Deleted
and when any of Machine ID (custom) are contained in any of Sensitive Virtual Machines - AlphaNumeric (Ignore Case), Security Devices - AlphaNumeric (Ignore Case)
and when at least 3 events are seen with the same Event Name, Username and different Machine ID (custom) in 45 minutes",,Virtualization,Multiple Sensitive Virtual Machines Deleted within Short Period of Time
Eventos o Acciones realizadas a nivel Malware,,,,,Multiple Threats Detected on Same Host
Eventos o Acciones realizadas a nivel Malware,,,,,Multiple Vector Attack Source
Gestión Maquinas Virtuales,"This rule triggers when multiple virtual security devices (e.g virtual IDS, virtual SIEM component) are powered off in a short period of time.

Note: The Security Devices reference set must be populated with the relevant machine names or IDs.

If authorized users perform this action often, exclude them by adding in a rule condition.
Please see ""Abnormal Number of Modifications Made on Virtual Machines"" for an example","Apply Multiple Virtual Security Devices Powered Off within Short Period of Time on events which are detected by the Local system
and when an event matches any of the following BB:DeviceDefinition: Cloud, BB:DeviceDefinition: Virtualization
and when an event matches any of the following BB:CategoryDefinition: Virtual Machine Stopped
and when any of Machine ID (custom) are contained in any of Security Devices - AlphaNumeric (Ignore Case)
and when at least 3 events are seen with the same Event Name, Username and different Machine ID (custom) in 45 minutes",,Virtualization,Multiple Virtual Security Devices Powered Off within Short Period of Time
Reconocimiento y/o Vulnerabilidades,,,,,Network Scan for SMB Shares (by Bad Rabbit)
Exfiltración de Datos,,,,,Network Share Added to a Compromised Host
Gestion y/o Acceso  a Plataformas,,,,,New Process Started with a Privileged Account
Eventos o Acciones realizadas a nivel de Microsoft 365,Alerts when an event that impacts the health of an Office365 workload has occured,"Apply Office 365: An event that impacts the health of an Office365 workload has occurred on events which are detected by the Local system
and when the event(s) were detected by one or more of Microsoft Office 365
and when the event QID is one of the following (101250064) Incident",,Office 365,Office 365: An event that impacts the health of an Office365 workload has occurred
Eventos o Acciones realizadas a nivel de Microsoft 365,Alerts when the same Management Policy has been added and deleted within a certain time period.,"Apply Office 365: Management Policy added and deleted with the same policy name within a certain time period. on events which are detected by the Local system
and when BB: Office 365: Management Role Assignment Removed match at least 1 times with the same Policy Name (custom) in 60 minutes after BB: Office 365: Management Role Assignment Added match",,Office 365,Office 365: Management Policy added and deleted with the same policy name within a certain time period
Cambios Políticas Aplicaciones de Seguridad,,,,,Office 365: Management Policy added and deleted with the same policy name within a certain time period.
Seguimiento de actividades de un posible Ataque de día Cero,,,,,Outbound Connection to Bad Rabbit IP
Eventos o Acciones realizadas a nivel Malware,,,,,Petya Detected In Real Time
Eventos o Acciones realizadas a nivel Malware,,,,,Pipe Created Followed by Service Binary Path Update
Reconocimiento y/o Vulnerabilidades,This rule acts as a warning that the asset in which an event identifies is vulnerable to a vulnerability identified as a well-known Vulnerability.,"Apply Policy: Host has well-known vulnerability on events which are detected by the Local system
and when the any IP is vulnerable to one of the following 31891, 31250, 31892, 35348, 31895, 34399, 34400, 34401, 34402, 34403, 36390, 35349, 35351, 36396, 34404, 35353, 35350, 36395, 38212, 37626, 32113, 32115, 32109, 32104, 32103, 37995, 35134, 38000, 38001, 38010, 38016, 38031, 38030, 38033, 31047, 31048, 32871, 38068, 31251, 31253, 30825, 33270, 30824, 31900, 31901, 31046, 31255, 31249, 31256, 31257, 31258, 31254, 34385, 34386, 31900, 31901, 34393, 34394, 34387, 33196, 34396, 34102, 35957, 35959, 36383, 28946, 31252, 31254, 37631, 28843, 28848, 30300, 30302, 31343, 31341, 32115, 32109, 33810, 35134, 38000, 38001, 38031, 22097, 30392, 32587, 36198, 41730, 38342, 38528, 38049, 38128, 32696, 33365, 32697, 33905, 33904, 33902, 34178, 35577, 35578, 35574, 35576, 35575, 36136, 36135, 36134, 36133, 36132, 29064, 40434, 30819, 36386, 36385, 41093, 34391, 34100, 34006, 30817, 30811, 30263, 25338, 27154, 26437, 26436, 27845, 30267, 31881, 34731, 34852, 36204, 43555, 37895, 31781, 38092, 40139, 34918, 36590, 36591, 37513, 41610, 35524, 33201, 35274, 30078, 41351, 41352, 41353, 36096, 35329, 35245, 35244, 35326, 32990, 45522, 36111, 36104, 39744, 36523, 36522, 35794, 36712, 36711, 36710, 35911, 33554, 36909, 36908, 34916, 34914, 34913, 35245, 34586, 34585, 23401, 36729, 36726, 36724, 36727, 34764, 37713, 34328, 33850, 33848, 33847, 34993, 33800, 37979, 38614, 35845, 31338, 25454, 36119, 36118, 36118, 36107, 36109, 34075, 33039, 33038, 29993, 29995, 29996, 29994, 25781, 24617, 22688, 21773, 21772, 34023, 38399, 31427, 31428, 31429, 31457, 31447, 31452, 31454, 31456, 31459, 31460, 31462, 31463, 32911, 33979, 39930, 39936, 40055, 33087, 34319, 35720, 35721, 40126, 37446, 38171, 38220, 34478, 34479, 36122, 36695, 38526, 38522, 34481, 29671, 32940, 31842, 29572, 29556, 29258, 36679, 31251, 30825, 33270, 30824, 31900, 33629, 34100, 31046, 34126",,Policy,Policy: Host has well-known vulnerability
Reconocimiento y/o Vulnerabilidades,Detects when a new host has been discovered on the network.,"Apply Policy: New Host Discovered on events which are detected by the Local system
and when the event category for the event is one of the following VIS Host Discovery.New Host Discovered, VIS Host Discovery.Bulk Host Discovered",,Policy,Policy: New Host Discovered
Reconocimiento y/o Vulnerabilidades,Detects when a new host has been discovered on the network.,"Apply Policy: New Host Discovered in DMZ on events which are detected by the Local system
and when the event category for the event is one of the following VIS Host Discovery.New Host Discovered, VIS Host Discovery.Bulk Host Discovered
and when the local network is DMZ",,Policy,Policy: New Host Discovered in DMZ
Reconocimiento y/o Vulnerabilidades,Detects when an existing host has a new service discovered on it.,"Apply Policy: New Service Discovered on events which are detected by the Local system
and when the event category for the event is one of the following VIS Host Discovery.New Port Discovered
and when the local source host profile age is greater than 24 hours",,Policy,Policy: New Service Discovered
Reconocimiento y/o Vulnerabilidades,Detects when an existing host has a new service discovered on it.,"Apply Policy: New Service Discovered in DMZ on events which are detected by the Local system
and when the event category for the event is one of the following VIS Host Discovery.New Port Discovered
and when the local source host profile age is greater than 24 hours
and when the local network is DMZ",,Policy,Policy: New Service Discovered in DMZ
Seguimiento de actividades de un posible Ataque de día Cero,Reports a local host running a service on a typical IRC port or a flow that was detected as IRC.  This is not typical for enterprises and should be investigated.,,,Compliance,Possible Local IRC Server
Reconocimiento y/o Vulnerabilidades,,,,,Possible Local SMB Server Scanner
Eventos o Acciones realizadas a nivel Malware,,,,,Possible malicious activities from high-risk IP (CCOCI)
Reconocimiento y/o Vulnerabilidades,,,,,Possible Ping Scan
Reconocimiento y/o Vulnerabilidades,,,,,Possible TCP Scan
Gestion y/o Acceso  a Plataformas,,,,,Possible UAC Bypass - A Scheduled Task Has Been Configured to Run With Highest Privileges
Reconocimiento y/o Vulnerabilidades,,,,,Possible UDP Scan
Seguimiento de actividades de un posible Ataque de día Cero,Se detecta una conexi\\303\\263n a una posible IP de Botnet C&C obtenida de diferentes IOC de Malware y Ransomware. Se deben buscar eventos relacionados.,,Malware,Malware,Potential Botnet Connection (IP)
Seguimiento de actividades de un posible Ataque de día Cero,Enable this rule if you wish all events categorized as Botnet Detected to create an offense. ,,,Botnet / Threats,Potential Botnet Events Become Offenses
Seguimiento de actividades de un posible Ataque de día Cero,"This rule will fire when the system detects a potential connection to a BotNet command and control host.  To remove false positives we have removed connections on port 25 and 53, if you are paranoid you might want to add those back in.",,,Botnet / Threats,Potential Connection to a Known Botnet CandC
SIN CASO DE USO ASOCIADO,,,,,Potential Credential Dumping Tool Detected
SIN CASO DE USO ASOCIADO,,,,,Potential Homoglyph Usage
SIN CASO DE USO ASOCIADO,,,,,Potential Homoglyph Usage (Flows)
SIN CASO DE USO ASOCIADO,,,,,Potential Keylogger Detected
Seguimiento de actividades de un posible Ataque de día Cero,,,,,Potential Ransomware
SIN CASO DE USO ASOCIADO,,,Malware,Malware,PowerGhost connection detected
Seguimiento de actividades de un posible Ataque de día Cero,,,,,Powershell Has Been Launched in a Compromised Host
Seguimiento de actividades de un posible Ataque de día Cero,,,,,Powershell Malicious Usage Detected
Seguimiento de actividades de un posible Ataque de día Cero,,,,,Powershell Malicious Usage Detected with Encoded Command
Seguimiento de actividades de un posible Ataque de día Cero,,,,,Powershell Process Observed
Seguimiento de actividades de un posible Ataque de día Cero,,,,,Powershell Script Created by a Remote Management Service
Seguimiento de actividades de un posible Ataque de día Cero,,,,,Powershell Script File Has Been Downloaded
SIN CASO DE USO ASOCIADO,,,,,Process Baselining: Process Hash
